user_id,article_1,article_2,article_3,article_4,article_5
226468,157478,331116,289003,57966,97530
226469,50644,30760,156279,209122,234481
226470,272143,199198,182394,224658,64329
226471,331116,157478,289003,97530,57966
226472,336223,59057,48403,270229,31836
226473,162655,158536,272143,156560,160974
226474,336220,235616,277491,234267,160142
226475,205824,50644,70986,36162,234308
226476,183176,128260,119488,47854,233688
226477,202320,39894,277107,50405,70429
226478,272143,97585,96166,199198,96960
226479,124748,123909,293114,284985,129434
226480,352979,283009,206415,331116,158772
226481,206571,235105,206415,277107,158772
226482,272143,199198,175040,166581,160417
226483,50405,39894,70429,277107,158331
226484,272143,199198,162655,166581,160974
226485,199198,198659,166581,156560,162655
226486,207994,157078,233717,203241,214800
226487,293513,50504,245161,158882,270607
226488,289090,336220,234267,235616,234698
226489,160974,272143,199198,160417,158536
226490,353633,331116,351875,351658,158664
226491,272143,160974,158536,160417,199198
226492,236951,124194,283392,236444,157844
226493,331116,202355,215613,199372,214753
226494,352979,30389,283009,39894,331116
226495,57616,96210,277067,20691,157375
226496,209013,58619,208970,209348,156713
226497,289090,336220,235616,277491,234269
226498,348109,348093,348089,285533,183176
226499,234991,272143,198659,7902,236613
226500,158536,272143,64329,156447,160974
226501,272143,156560,160417,162655,160974
226502,96210,20691,288440,159529,337441
226503,155941,155370,157764,155780,156010
226504,336245,20691,271262,285377,293513
226505,293050,123826,124176,96480,336314
226506,277491,234267,235616,235854,337192
226507,208237,234269,207848,208531,235616
226508,199198,198659,166581,156560,162655
226509,160974,272143,199198,160417,158536
226510,57740,160940,284985,337735,293050
226511,283009,336254,277107,39894,352979
226512,303930,305087,191970,303528,303810
226513,160748,255354,157815,237822,199474
226514,272143,199198,182394,166581,284901
226515,202388,208360,206735,354086,159938
226516,289090,235854,235616,277491,234267
226517,235616,208118,234698,336221,29953
226518,336223,234698,353138,300082,95716
226519,124228,124748,123909,123757,276970
226520,272143,199198,198659,166580,162655
226521,166581,199198,272143,198659,162655
226522,183176,159938,128260,284339,119534
226523,156560,160417,162655,198659,160974
226524,202381,202320,207603,289003,277107
226525,272143,199198,182394,224658,166581
226526,277107,39894,235105,283009,284470
226527,183176,235854,277492,288435,336220
226528,36162,277107,209122,211732,30760
226529,293513,270607,337143,336245,20691
226530,160974,272143,199198,160417,158536
226531,272143,162655,156560,158536,160974
226532,336220,289090,234267,36399,337192
226533,215613,199474,315146,61594,214753
226534,277491,337192,336220,284096,235854
226535,272143,273397,338015,199198,162655
226536,35738,36400,36080,36709,36161
226537,213877,199474,211401,237822,161988
226538,215993,111043,183176,234006,208150
226539,50494,39894,283009,159452,73506
226540,156560,272143,156447,64329,160974
226541,273397,272143,199198,162655,158536
226542,272242,208473,202442,207714,206315
226543,32088,336245,20691,288440,96210
226544,235616,234269,336221,29953,336220
226545,20691,271262,96210,288440,236610
226546,57966,336254,289003,331116,97530
226547,331116,199474,337166,237822,199372
226548,160974,272143,199198,160417,158536
226549,348112,183176,336245,285533,348109
226550,272143,198659,182394,166581,162655
226551,272143,199198,235715,162655,158536
226552,162655,158536,272143,156560,160974
226553,336220,289090,234267,234269,277491
226554,36399,74666,277492,235854,225402
226555,331116,215613,214753,218028,209236
226556,277492,336220,234267,284096,289090
226557,272143,199198,235715,162655,158536
226558,160974,272143,199198,160417,158536
226559,336254,15863,331116,14519,289003
226560,352979,283009,30389,39894,331116
226561,162655,300470,272143,160417,16129
226562,214206,284312,198659,199198,162655
226563,272143,36161,182394,199198,284901
226564,39894,277107,331116,283009,235105
226565,233717,161100,156622,285435,158646
226566,331116,277491,199372,218028,214753
226567,331116,202355,336254,157478,215613
226568,160974,272143,199198,160417,158536
226569,183176,111043,215993,283505,160096
226570,20691,96210,336245,96103,183176
226571,96244,96210,332198,20691,277067
226572,183176,157650,161552,215993,111043
226573,336220,289090,277492,234267,284096
226574,277492,337192,235854,284602,336220
226575,165989,235854,244690,288558,235616
226576,58580,313920,271262,284583,96210
226577,272143,199198,235715,162655,158536
226578,235616,235524,336221,234698,32082
226579,348093,183176,285533,336245,233688
226580,124749,293301,314356,313996,293114
226581,235105,36162,195177,234481,235808
226582,343256,160748,237822,277492,293513
226583,160974,272143,199198,160417,158536
226584,272143,162655,160974,202383,225055
226585,234698,95716,235870,315105,300082
226586,336254,157478,97530,289003,331116
226587,271262,236610,225010,58580,96210
226588,331116,215613,214753,199474,218028
226589,162655,300470,272143,160417,16129
226590,293301,257291,285719,233717,62764
226591,277107,235105,202320,158772,206571
226592,162655,160974,160417,158536,156560
226593,183176,70591,284339,236904,111043
226594,272143,182394,198659,199855,224658
226595,273397,272143,199198,162655,166581
226596,272143,199198,162655,166581,160974
226597,289090,32082,336220,336221,234698
226598,272143,198659,182394,166581,162655
226599,96141,168838,199474,237822,331116
226600,158906,284985,160940,96755,168593
226601,96210,57616,277067,336245,20691
226602,235105,76268,157478,70429,57442
226603,273397,272143,199198,162655,158536
226604,168623,237524,156625,299152,95972
226605,202355,289003,336254,215613,157478
226606,293114,123826,124748,293050,96755
226607,32088,96210,336245,20691,288440
226608,234698,271261,336223,315105,300082
226609,331116,202355,215613,199372,214753
226610,96210,20691,157375,284583,159529
226611,293513,288528,159275,336934,166129
226612,313619,315088,323949,123289,124350
226613,331116,218028,202355,214753,158541
226614,271262,96210,283764,313920,336245
226615,129434,31520,83534,286128,156355
226616,331116,285908,50494,57442,57523
226617,160974,272143,199198,160417,158536
226618,235105,57523,74665,277107,36162
226619,199474,293513,57748,337143,161580
226620,225010,157798,96210,285377,271262
226621,293513,50504,96210,285377,96986
226622,96210,237580,202476,300234,66672
226623,336221,300082,315105,235870,95716
226624,286161,313431,199197,156619,235230
226625,160748,199474,270607,245161,96210
226626,58337,59582,58096,97488,59499
226627,209013,205869,58619,337143,202652
226628,20691,96210,336245,337441,96103
226629,39857,39825,39801,59929,39849
226630,331116,199474,145510,96141,218118
226631,272143,199198,160974,272660,166581
226632,331116,337166,199372,237822,199474
226633,160974,272143,199198,160417,158536
226634,277492,354086,128260,307779,336220
226635,272143,199198,235715,162655,158536
226636,331116,218028,209236,202559,214753
226637,289090,336220,235616,277491,234269
226638,160974,272143,199198,160417,158536
226639,352979,158772,39894,331116,283009
226640,199198,272143,160974,166581,160417
226641,277492,235854,288435,119534,336220
226642,336223,59057,31836,119193,288320
226643,336254,218028,202355,289003,157478
226644,233688,336245,111043,181585,119534
226645,255354,237822,199474,161872,206763
226646,129434,156355,83534,338339,214474
226647,331116,202355,215613,214753,199372
226648,272143,162655,166581,160974,156560
226649,160974,272143,199198,158536,160417
226650,58099,58079,57698,336245,96210
226651,183176,65450,202388,159938,65766
226652,337241,96063,96210,20691,284583
226653,272143,199198,235715,162655,158536
226654,119193,48403,288320,59057,270229
226655,336380,129434,31520,303331,303565
226656,297906,300470,272143,300473,300923
226657,234269,235616,336220,32082,336221
226658,16129,182394,162655,160974,272143
226659,293301,257291,156654,233717,166377
226660,289126,257291,285719,313602,159762
226661,353019,272143,162655,166581,353713
226662,160389,161065,160226,157339,336223
226663,160974,272143,199198,160417,158536
226664,168623,123909,123757,62675,62599
226665,158772,283009,352979,235105,39894
226666,124749,70999,313996,293050,96755
226667,160974,272143,199198,160417,158536
226668,184133,283009,235323,158331,277107
226669,336223,119193,95716,31836,336499
226670,71236,70679,70682,70680,70677
226671,202355,331116,218028,215613,199372
226672,183176,119534,156843,158794,156839
226673,95134,95763,92728,95317,93034
226674,195843,78367,62608,233816,156972
226675,284985,160940,124749,96755,158536
226676,199198,198659,166581,156560,162655
226677,199474,237822,270607,245161,160748
226678,293301,257291,337435,233717,284410
226679,336223,59057,48403,270229,31836
226680,31520,128551,133160,336380,233658
226681,362272,96940,65991,327813,293513
226682,272143,199198,162655,166581,160974
226683,183176,235854,277492,128260,288435
226684,123757,123909,123818,168623,282964
226685,286161,199197,235230,313431,156560
226686,293301,289126,285719,257291,159762
226687,337143,57748,156713,70215,159275
226688,272143,160417,218337,156560,162655
226689,271262,96210,225010,236610,58580
226690,48403,119193,59057,31836,270229
226691,160974,272143,199198,160417,158536
226692,47850,96210,336245,48673,156381
226693,272143,182394,198659,224658,162655
226694,336245,20691,271262,284583,337441
226695,245161,270607,57748,288528,158882
226696,119534,156843,202388,70591,158794
226697,199474,211455,237822,161872,206763
226698,289090,32082,336220,234269,29953
226699,297887,299459,272143,300471,300128
226700,133160,288320,336223,31836,303180
226701,124228,123818,123909,168623,123290
226702,277492,284096,354086,128260,288435
226703,331116,157478,289003,57966,97530
226704,158536,162655,160974,156560,272143
226705,218028,202355,87215,214753,87213
226706,336254,289003,285849,199372,284760
226707,336223,31836,119193,270229,48403
226708,166581,182394,198659,272143,224658
226709,199474,168564,288528,293513,206763
226710,331116,218028,209236,162378,206785
226711,257291,214800,50715,71076,208155
226712,277492,70591,354086,235854,206735
226713,272143,198659,182394,166581,162655
226714,160974,272143,199198,160417,158536
226715,288440,96210,336245,183176,159529
226716,233997,208430,234698,70999,336220
226717,58580,96210,277067,283764,284583
226718,160974,156447,160417,158536,158461
226719,289090,336220,337192,235616,234267
226720,277492,235854,288435,128260,70591
226721,96210,288440,336245,337441,32088
226722,42959,336254,277107,42298,42681
226723,352979,277107,283009,30389,289003
226724,183176,158794,156843,119534,224354
226725,272143,199198,235715,162655,158536
226726,337192,277492,235854,284602,336220
226727,355175,64409,355222,336221,157076
226728,70591,206735,202372,208360,202534
226729,59057,31836,161506,161801,141004
226730,235616,32082,29953,149612,208531
226731,293301,214800,159762,257291,160132
226732,331116,218028,209236,162378,214753
226733,168623,202322,206027,208145,108855
226734,32082,289090,336220,336221,29953
226735,183176,284339,111043,119534,129799
226736,119109,62434,233658,31520,354824
226737,96210,237580,66672,300234,202476
226738,272143,199198,166581,182394,162765
226739,272242,338340,123289,205973,124176
226740,331116,157478,289003,57966,97530
226741,272143,199198,218337,166581,160417
226742,214709,124194,123289,198817,236951
226743,124228,124748,123818,123290,123909
226744,331116,202355,215613,158541,87215
226745,96210,236610,57616,285377,20691
226746,336220,289090,235616,277491,234269
226747,336221,336223,95716,119193,234698
226748,336245,293513,355155,271262,20691
226749,206402,207129,207731,207227,42163
226750,284583,271262,96210,313920,58580
226751,338340,224763,293050,123826,208473
226752,20691,96210,336245,183176,96103
226753,48403,119193,59057,270229,31836
226754,183176,284339,111043,129799,181585
226755,199198,198659,166581,156560,162655
226756,331116,218028,209236,202559,214753
226757,272143,199198,235715,162655,158536
226758,162655,158536,272143,156560,160974
226759,293301,214800,159762,257291,111210
226760,336220,277491,183176,235854,234267
226761,194406,195147,277107,195561,195034
226762,50494,277107,283009,39894,331116
226763,272143,199198,162655,166581,160974
226764,272143,199198,235715,162655,158536
226765,271262,283764,236566,313920,96210
226766,272143,199198,235715,162655,158536
226767,32082,29953,234698,336221,59681
226768,272143,199198,235715,162655,158536
226769,162655,300470,272143,160417,16129
226770,156381,159275,237822,337143,155767
226771,183176,119534,336220,111043,129799
226772,272143,199198,235715,198659,225055
226773,36162,292594,277107,293155,292390
226774,87179,331116,87228,87236,87231
226775,95531,96141,202355,97009,218028
226776,123290,123757,123289,123818,336223
226777,293301,289126,159762,257291,285719
226778,158536,160417,272143,199198,162655
226779,183176,111043,283505,215993,234006
226780,200839,200841,200784,200485,277107
226781,161801,160445,235652,270799,63307
226782,336245,20691,32088,337441,288440
226783,272143,199198,235715,162655,158536
226784,158331,70429,363916,159452,207975
226785,96210,336245,284583,236566,58580
226786,234698,336221,300082,157076,235870
226787,15226,177155,14229,272143,199198
226788,277107,336254,289003,283009,206415
226789,336223,119193,270229,48403,59057
226790,59681,96214,336221,58565,57475
226791,336220,289090,235854,277491,235616
226792,158906,124749,293114,96755,160940
226793,343256,293513,168564,277492,288528
226794,160974,272143,199198,160417,158536
226795,234698,95716,235870,300082,336223
226796,272143,199198,235715,162655,158536
226797,331116,218028,209236,162378,202559
226798,160974,272143,199198,160417,158536
226799,31836,336223,288320,285333,133160
226800,331116,218028,209236,162378,202559
226801,87231,87236,87228,87192,87232
226802,183176,47854,284339,119534,181585
226803,300470,162655,158536,182394,162300
226804,270607,245161,50504,96210,285377
226805,202325,199474,97616,58619,202652
226806,162655,300470,160417,158536,272143
226807,272143,198659,182394,166581,162655
226808,57748,337143,58619,159266,70215
226809,236951,236444,158915,283392,157844
226810,158906,272218,124749,160940,293114
226811,336254,277107,218028,289003,36162
226812,319519,309312,89726,319687,320775
226813,96210,194289,236610,65991,336245
226814,236643,233926,236279,235854,234814
226815,161584,157332,272143,50823,156624
226816,277107,331116,352979,336254,283009
226817,283009,36162,352979,158772,39894
226818,289090,234267,277491,235616,235854
226819,162655,300470,272143,160417,16129
226820,277107,50644,36162,68672,235105
226821,272143,273397,182394,198659,162655
226822,284985,160940,158906,160158,124749
226823,129434,158047,83534,348113,198199
226824,61375,124194,158915,236444,73366
226825,331116,157478,57966,97530,289003
226826,181585,119534,111043,128260,284339
226827,234698,336221,235870,300082,156964
226828,257291,199411,161100,199858,111210
226829,168623,276970,156625,124228,237524
226830,336221,235870,156964,64409,300082
226831,124177,123757,123290,123909,124352
226832,183176,59681,57891,96106,289090
226833,199198,198659,166581,156560,162655
226834,202652,159275,209013,57748,337143
226835,162765,160974,156560,272143,158536
226836,57616,284583,96210,20691,271262
226837,160974,158536,156560,160417,162765
226838,272143,182394,198659,199198,145132
226839,272143,156624,160417,156447,162655
226840,277492,235854,288435,336220,119534
226841,336220,277491,235854,337192,235616
226842,272143,199198,175040,218337,156560
226843,166581,199198,272143,198659,162655
226844,237524,168623,123909,276970,285379
226845,336220,234267,83822,234269,8500
226846,336254,331116,39894,97530,57966
226847,124228,168623,123818,123909,331738
226848,199198,162655,166581,156560,158536
226849,289090,183176,277491,234267,235854
226850,161506,336223,214283,161801,141004
226851,199474,208981,208582,209013,209348
226852,289090,234269,336220,32082,234267
226853,283026,272143,283042,162655,199198
226854,331116,215613,214753,199474,157815
226855,58580,225010,96210,313920,284773
226856,293513,288528,57748,159275,245161
226857,336245,20691,285377,271262,293513
226858,234698,156964,336221,235870,236338
226859,162655,158536,272143,156560,160974
226860,272143,182394,198659,224658,162655
226861,272143,198659,182394,166581,162655
226862,273397,272143,199198,162655,158536
226863,64329,272143,156560,218337,156447
226864,183176,235854,277492,128260,288435
226865,64329,199198,284312,224658,166581
226866,160974,272143,199198,160417,158536
226867,50504,293513,245161,158882,270607
226868,271262,58580,96210,284583,284773
226869,128260,336220,289090,288435,337192
226870,272143,199198,235715,162655,158536
226871,272143,199198,235715,162655,158536
226872,272143,199198,166581,224658,182394
226873,48403,271261,59057,159190,31836
226874,129434,156355,336380,233658,286128
226875,218028,214753,215613,61594,199474
226876,234698,236338,58565,336221,235870
226877,32082,29953,234698,336221,59681
226878,336245,20691,285377,271262,293513
226879,199197,156560,162338,129029,83565
226880,65991,271262,58580,202416,285377
226881,199198,272143,177155,261612,15226
226882,211442,30760,277107,156279,209122
226883,160974,272143,199198,160417,158536
226884,331116,289003,277107,157478,283009
226885,331780,160748,199474,337143,237452
226886,48393,48372,48570,48500,48197
226887,234698,95716,235616,235870,315105
226888,277107,283009,235105,331116,206415
226889,160974,272143,162655,199198,225463
226890,336223,288320,119193,59057,48403
226891,160974,272143,199198,160417,158536
226892,206785,336254,207603,289003,157478
226893,284901,284622,285023,284629,272143
226894,59057,63307,214206,336223,119193
226895,124748,123757,123290,124352,123909
226896,272143,182394,224658,162655,158536
226897,124194,283392,236444,284422,158915
226898,202672,233717,207994,257291,57779
226899,272143,198659,182394,166581,162655
226900,352979,158772,283009,235105,30389
226901,272143,182513,199198,156560,284474
226902,96210,288440,336245,32088,183176
226903,315105,235870,95716,300082,336223
226904,352979,336254,331116,39894,283009
226905,206415,202381,206785,277107,235105
226906,237835,236951,124194,284422,124177
226907,206785,157478,209236,331116,207603
226908,336245,288440,337441,32088,183176
226909,336254,277107,289003,218028,202355
226910,48403,119193,59057,31836,270229
226911,96210,284583,284773,194289,277067
226912,218028,331116,209236,162378,202559
226913,183176,96210,119522,336245,111043
226914,336220,277491,337192,234267,235616
226915,336223,271261,315105,129591,119193
226916,50504,245161,158882,96210,285377
226917,272218,160940,140528,337735,124749
226918,300470,182394,162655,158536,16129
226919,156964,234698,64346,336221,300082
226920,343256,337143,293513,199474,288500
226921,111043,183176,336245,215993,283505
226922,331116,214753,161878,218028,161872
226923,336223,59057,48403,270229,31836
226924,272143,199198,235715,162655,158536
226925,158505,36162,158331,156279,50494
226926,337143,293513,343256,277492,97616
226927,277107,289003,331116,336254,157478
226928,199198,272143,198659,182394,166581
226929,283009,39894,277107,362914,336254
226930,162655,225055,160974,272143,199198
226931,272143,198659,182394,166581,162655
226932,36605,272143,199198,3106,2626
226933,48403,31836,119193,59057,288320
226934,124748,123757,123290,124228,123909
226935,124228,284491,123909,123757,276970
226936,331116,157478,57966,289003,218028
226937,199474,215613,315146,61594,96141
226938,87179,87236,87231,87224,87192
226939,277107,206415,158772,206571,284470
226940,271262,236610,96210,65991,225010
226941,62751,308626,62445,165989,62603
226942,160974,272143,199198,160417,158536
226943,96210,271262,38625,20691,336245
226944,270607,245161,57748,50504,158882
226945,273397,199198,198659,158536,162655
226946,51611,138634,62669,192698,193866
226947,160974,272143,199198,160417,158536
226948,237822,199474,208582,160748,208981
226949,183176,233688,283505,128260,234006
226950,199474,215613,315146,214753,61594
226951,336221,235870,156964,64409,236338
226952,208150,208562,183176,336245,285533
226953,283009,352979,30389,39894,206415
226954,62464,161801,63307,161506,141004
226955,293513,57748,288528,159275,161580
226956,255735,16087,255919,255060,158882
226957,293513,158882,50504,245161,96210
226958,272143,198659,182394,166581,162655
226959,235105,284470,206415,277107,207975
226960,336254,277107,218028,289003,283009
226961,336245,288440,32088,337441,96210
226962,181585,119534,128260,111043,159938
226963,234698,235870,95716,300082,277491
226964,284096,235854,336220,156843,289090
226965,277107,331116,39894,315104,30389
226966,352979,159019,277107,39894,331116
226967,183176,284339,111043,181585,129799
226968,331116,209236,218028,202559,214753
226969,79454,36605,36709,36685,36080
226970,129434,31520,198199,286128,133160
226971,272143,199198,235715,162655,158536
226972,336380,68924,158642,129434,156355
226973,237385,363916,237013,277107,156807
226974,277107,235105,36162,50644,284470
226975,255486,272143,162765,254489,162655
226976,225010,271262,58580,283764,38625
226977,270607,158882,96210,50504,70215
226978,183176,336245,50544,9308,75843
226979,285095,284452,233717,285342,111210
226980,87228,87224,87174,161506,87231
226981,218028,202355,214753,158541,215613
226982,272143,199198,235715,162655,158536
226983,162655,158536,272143,156560,160974
226984,64409,336221,235616,234698,203199
226985,272143,199198,166581,224658,182394
226986,336245,20691,159529,96210,183176
226987,236610,194289,96210,313920,20691
226988,123365,124089,123957,124617,123659
226989,96210,250043,332198,284583,157375
226990,183176,236904,284339,202388,111043
226991,194300,195037,59681,235616,195789
226992,183176,235854,277492,128260,288435
226993,277107,283009,235105,331116,336254
226994,160974,272143,199198,160417,158536
226995,272143,199198,198659,166580,162655
226996,183176,224354,159938,284339,111043
226997,57616,284583,96244,20691,96210
226998,124194,283392,284422,236444,158915
226999,331116,214753,161878,218028,161872
227000,124749,233997,70999,313996,293050
227001,199198,198659,162655,156560,158536
227002,202636,123909,168623,237524,276970
227003,277107,39894,289003,352979,331116
227004,160974,272143,199198,160417,158536
227005,343256,168564,206763,277492,288528
227006,293114,160940,337735,284985,124749
227007,277713,277107,336254,235105,331116
227008,160974,272143,199198,160417,158536
227009,233717,161100,276946,156622,111210
227010,183176,111043,128260,284339,159938
227011,20691,96210,271262,284583,336245
227012,183176,47854,181585,224354,236524
227013,218028,57966,336254,157478,202355
227014,331116,215613,162378,214753,202355
227015,160974,272143,199198,160417,158536
227016,336221,235870,95716,300082,214631
227017,199475,235105,235323,233578,277107
227018,337143,156713,288500,293514,97616
227019,336254,218028,202355,289003,57966
227020,272143,199198,235715,162655,158536
227021,233717,161100,276946,257291,159762
227022,199474,215613,61594,315146,96141
227023,272143,199198,235715,162655,158536
227024,58580,236566,225010,313920,236610
227025,157078,207982,58193,206090,161602
227026,58580,336245,225010,313920,236566
227027,273395,272143,273616,272312,162655
227028,218028,202355,87215,87213,214753
227029,272143,199198,198659,166580,162655
227030,283009,50494,63304,198605,277107
227031,199198,198659,166581,156560,162655
227032,235616,336221,289090,234698,336220
227033,62651,284242,121709,38261,195029
227034,348112,348093,183176,348089,336245
227035,331116,218028,209236,162378,214753
227036,211442,213877,211401,156279,212234
227037,272143,162655,199198,146188,140720
227038,336254,218028,289003,157478,202355
227039,336254,157478,331116,207603,57966
227040,331116,218028,209236,162378,202559
227041,336254,218028,202355,289003,157478
227042,336223,271261,315105,129591,119193
227043,331116,336254,157478,207603,289003
227044,96210,9308,20691,288440,233688
227045,199198,272143,162655,182394,166581
227046,124228,207720,123909,208071,233420
227047,331116,336254,87194,87215,157478
227048,203199,208500,234698,205866,203323
227049,183176,128260,284090,224354,181585
227050,331116,87215,87194,214753,202355
227051,277492,235854,337192,284096,336220
227052,160974,272143,199198,160417,158536
227053,202320,96877,70429,207758,206415
227054,162655,158536,272143,156560,160974
227055,331116,214753,218028,162378,202355
227056,20691,96210,336245,284583,57616
227057,160748,254265,161872,337630,199474
227058,300128,298310,300473,272143,300470
227059,277492,336220,118391,215674,235854
227060,293513,158882,270607,50504,96210
227061,293513,158882,270607,70215,50504
227062,352979,283009,288827,159019,119189
227063,123757,123289,123818,124352,124177
227064,336245,20691,271262,194289,285675
227065,119193,48403,271261,159190,31836
227066,95716,315105,336223,271261,352983
227067,313602,168623,233717,257291,293301
227068,272143,199198,162655,166581,273395
227069,338350,285342,199197,235440,235230
227070,187065,272143,156560,336476,285298
227071,39894,30389,283009,331116,336254
227072,234269,235616,289090,336221,234698
227073,129434,156355,254786,83534,255947
227074,257291,286321,293301,156723,284410
227075,272143,199198,235715,162655,158536
227076,199198,272143,198659,182394,166581
227077,270824,270508,31520,129434,336380
227078,277107,206415,158772,206571,158331
227079,133160,288320,336223,31836,141004
227080,293301,214800,159762,111210,257291
227081,162655,158536,272143,156560,160974
227082,199197,284547,313431,156560,271551
227083,158882,270607,57748,337143,50504
227084,336254,331116,57966,289003,97530
227085,272143,182394,198659,224658,162655
227086,107233,285435,157078,58769,107289
227087,160974,272143,199198,160417,158536
227088,336245,288440,20691,205873,233688
227089,337143,70215,293513,336934,58619
227090,331116,158541,157478,336254,157441
227091,162655,300470,272143,160417,16129
227092,129434,31520,286128,198199,83534
227093,160974,272143,199198,160417,158536
227094,336223,288325,59057,270229,271261
227095,336254,331116,277107,235105,158331
227096,225010,157798,285377,96210,58580
227097,160974,272143,199198,160417,158536
227098,331116,14519,303528,289003,15863
227099,257291,166377,159762,233717,214800
227100,183176,202388,159938,70591,277492
227101,96210,20691,271262,270607,293513
227102,160974,272143,162655,199198,225463
227103,289003,97530,331116,157478,57966
227104,202381,277107,206415,206785,50494
227105,36162,211442,209122,30760,211732
227106,129434,124180,31520,133160,303565
227107,336254,283009,331116,352979,39894
227108,207848,207963,234269,208237,289090
227109,237524,123909,235804,276970,168623
227110,331116,202355,215613,214753,162378
227111,234698,95716,315105,336223,235870
227112,352979,277107,283009,289003,157478
227113,272143,198659,182394,166581,162655
227114,272143,199198,235715,162655,158536
227115,272143,156560,160417,162655,160974
227116,96210,277067,283764,58580,284583
227117,331116,202355,215613,199372,315146
227118,272143,199198,235715,162655,158536
227119,58580,96210,236566,277067,283764
227120,272143,198659,182394,166581,162655
227121,331116,327679,202355,199372,237822
227122,162655,300470,158536,160417,272143
227123,48403,119193,31836,59057,270229
227124,338350,286161,285343,235440,284547
227125,277713,277107,331116,283009,39894
227126,336254,157478,97530,285849,331116
227127,277107,235105,209122,50644,202320
227128,162655,300470,272143,160417,156560
227129,336220,235616,277491,234698,234269
227130,160974,272143,199198,160417,158536
227131,50405,39894,288827,277107,70429
227132,272218,129434,301030,97082,338339
227133,277107,331116,352979,39894,336254
227134,272143,198659,182394,166581,162655
227135,158047,156355,68924,336380,129434
227136,183176,284339,233688,119534,288440
227137,277107,39894,352979,331116,336254
227138,285342,313431,58193,336801,235440
227139,20691,336245,271262,58580,225010
227140,336223,292552,119193,159190,299871
227141,284985,160940,293114,140528,124749
227142,198659,199198,166581,156560,158536
227143,233688,119534,128260,181585,111043
227144,234698,95716,235870,214474,336220
227145,336223,59057,48403,270229,31836
227146,31836,288320,336223,285333,59057
227147,293334,299131,245702,199474,337143
227148,293513,245161,270607,50504,162107
227149,156964,336221,235870,236338,214631
227150,160974,272143,199198,160417,158536
227151,50494,39894,283009,277107,157478
227152,235105,277107,202320,206571,284470
227153,293513,271262,32088,16087,284773
227154,168623,208048,286321,205846,257291
227155,272143,156560,160417,162655,160974
227156,87144,272143,85318,162655,87207
227157,272143,199198,162655,166581,160974
227158,272143,156560,160417,162655,160974
227159,272143,199198,235715,162655,158536
227160,272143,199198,235715,162655,158536
227161,209013,209348,58619,208970,337143
227162,272143,199198,224658,198659,261612
227163,289090,235616,234267,160142,234698
227164,159762,124748,161100,123289,124177
227165,160974,272143,199198,160417,158536
227166,336254,289003,218028,352979,283009
227167,331116,289003,157478,57966,97530
227168,119534,277492,215674,336220,159938
227169,234698,95716,235870,235616,64409
227170,288320,59057,233595,133160,30611
227171,331116,218028,209236,162378,214753
227172,160974,272143,199198,160417,158536
227173,31836,234424,336223,233595,288320
227174,331116,199474,199372,168838,343256
227175,283009,184133,285877,277107,285908
227176,160974,272143,199198,160417,158536
227177,36162,283009,352979,30389,235105
227178,331116,234744,277107,234195,283009
227179,39894,277107,30389,283009,235105
227180,272143,199198,235715,162655,158536
227181,235616,32087,59681,237293,234269
227182,161801,235652,270799,63307,236553
227183,202355,331116,218028,209236,214753
227184,160974,272143,160417,199198,158536
227185,336220,289090,234267,277492,284096
227186,283505,208562,183176,233688,234006
227187,199474,107302,206763,237822,234281
227188,140969,140251,141214,308553,331074
227189,271262,96210,58580,225010,313920
227190,277492,343256,331116,215613,237822
227191,272143,199198,235715,162655,158536
227192,168623,276970,237524,95972,299152
227193,225010,235287,285377,157798,96210
227194,160974,272143,199198,160417,158536
227195,183176,111043,215993,128260,120967
227196,272143,162655,199198,146188,140720
227197,293050,96480,123826,124176,336314
227198,162655,300470,272143,160417,16129
227199,336220,183176,277491,277492,119534
227200,160974,272143,160417,199198,158536
227201,183176,159938,156519,207828,202388
227202,272143,198659,182394,166581,162655
227203,168623,276970,124228,156625,161425
227204,50504,96210,245161,285377,270607
227205,271262,96210,225010,65991,283764
227206,336223,59057,48403,31836,270229
227207,234269,14392,336220,14341,14402
227208,272143,199198,162655,166581,160974
227209,336223,59057,48403,288320,225019
227210,183176,111043,215993,128260,283505
227211,293513,199474,156713,57748,343256
227212,272143,162655,199198,160974,182394
227213,87215,233688,87213,331116,277107
227214,168623,276970,156625,237524,95972
227215,336254,283009,331116,157478,39894
227216,183176,284339,111043,129799,47854
227217,236610,194289,313920,96210,271262
227218,272143,198659,182394,162655,166581
227219,162655,158536,272143,156560,160974
227220,235870,156964,64409,300082,236338
227221,272143,199198,162655,166581,160974
227222,272143,182394,166581,224658,218337
227223,194289,293513,96210,285675,236610
227224,214800,276946,233478,111210,160132
227225,183176,181805,181423,224354,181585
227226,336221,156964,235870,315105,300082
227227,336223,288320,48403,119193,59057
227228,331116,16765,168838,198894,300123
227229,331116,336254,157478,97530,58565
227230,59057,31836,336223,133160,303180
227231,156447,158536,284547,199197,313431
227232,166581,199198,272143,198659,162655
227233,336245,288440,271262,293513,270607
227234,159938,128260,336220,183176,118391
227235,285533,183176,124679,233688,9308
227236,235105,284470,277107,234308,36162
227237,96210,293513,236610,194289,271262
227238,272143,199198,235715,162655,158536
227239,178349,337143,96210,182267,97616
227240,161506,156964,235870,234698,336221
227241,331116,161878,214753,162378,202355
227242,277492,288435,235854,128260,336220
227243,272143,199198,235715,162655,158536
